"id","title","author","genre","year","description"
"4596","The Black Tower (Philip José Farmer's The Dungeon  #1)","Richard A. Lupoff/Bruce Coville/Philip José Farmer/Charles de Lint/Robin Wayne Bailey/Robert Gould","Fantasy;Science Fiction;Fiction;Science Fiction Fantasy;Adventure;Anthologies","1988","A book titled The Black Tower (Philip José Farmer's The Dungeon  #1) written by Richard A. Lupoff/Bruce Coville/Philip José Farmer/Charles de Lint/Robin Wayne Bailey/Robert Gould belonging to the Fantasy;Science Fiction;Fiction;Science Fiction Fantasy;Adventure;Anthologies genre."
"4597","Dayworld (Dayworld #1)","Philip José Farmer","Science Fiction;Fiction;Science Fiction","1986","A book titled Dayworld (Dayworld #1) written by Philip José Farmer belonging to the Science Fiction;Fiction;Science Fiction genre."
"4598","The Dungeon 2 (Philip José Farmer's The Dungeon  Omnibus Volume 2: Valley of Thunder/Lake of Fire)","Charles de Lint/Robin Wayne Bailey/Philip José Farmer","Fantasy;Fiction","2003","A book titled The Dungeon 2 (Philip José Farmer's The Dungeon  Omnibus Volume 2: Valley of Thunder/Lake of Fire) written by Charles de Lint/Robin Wayne Bailey/Philip José Farmer belonging to the Fantasy;Fiction genre."
"4599","Pictures by J.R.R. Tolkien","J.R.R. Tolkien/Christopher Tolkien","Fantasy;Art;Fiction;Childrens","1992","A book titled Pictures by J.R.R. Tolkien written by J.R.R. Tolkien/Christopher Tolkien belonging to the Fantasy;Art;Fiction;Childrens genre."
"4600","The J.R.R. Tolkien Handbook: A Comprehensive Guide to His Life  Writings  and World of Middle-Earth","Colin Duriez/Brian Sibley","Fantasy;Reference;Fiction","2002","A book titled The J.R.R. Tolkien Handbook: A Comprehensive Guide to His Life  Writings  and World of Middle-Earth written by Colin Duriez/Brian Sibley belonging to the Fantasy;Reference;Fiction genre."
"4601","Mr. Majeika and the School Trip","Humphrey Carpenter","Childrens;Fantasy","1999","A book titled Mr. Majeika and the School Trip written by Humphrey Carpenter belonging to the Childrens;Fantasy genre."
"4602","The Infinite Plan","Isabel Allende","Fiction;Historical","1994","A book titled The Infinite Plan written by Isabel Allende belonging to the Fiction;Historical genre."
"4603","Ines of My Soul","Isabel Allende/Margaret Sayers Peden","Historical","2006","A book titled Ines of My Soul written by Isabel Allende/Margaret Sayers Peden belonging to the Historical genre."
"4604","Selected Non-Fictions","Jorge Luis Borges/Suzanne Jill Levine/Esther Allen/Eliot Weinberger","Nonfiction;Writing","2000","A book titled Selected Non-Fictions written by Jorge Luis Borges/Suzanne Jill Levine/Esther Allen/Eliot Weinberger belonging to the Nonfiction;Writing genre."
"4605","The Book of Imaginary Beings","Jorge Luis Borges/Margarita Guerrero/Peter Sís/Andrew Hurley","Fantasy;Fiction;Fantasy","2006","A book titled The Book of Imaginary Beings written by Jorge Luis Borges/Margarita Guerrero/Peter Sís/Andrew Hurley belonging to the Fantasy;Fiction;Fantasy genre."
"4606","Ficciones","Jorge Luis Borges/Gordon Botherston/Peter Hulme","Fiction;Short Stories;Classics;Magical Realism;Literature;Fantasy;European Literature","1999","A book titled Ficciones written by Jorge Luis Borges/Gordon Botherston/Peter Hulme belonging to the Fiction;Short Stories;Classics;Magical Realism;Literature;Fantasy;European Literature genre."
"4607","This Craft of Verse","Jorge Luis Borges/Călin-Andrei Mihăilescu","Poetry;Nonfiction;Writing","2002","A book titled This Craft of Verse written by Jorge Luis Borges/Călin-Andrei Mihăilescu belonging to the Poetry;Nonfiction;Writing genre."
"4608","Doyle Brunson's Super System","Doyle Brunson/Mike Caro/David  Reese/Joey Hawthorne/David Sklansky/Bobby Baldwin","Nonfiction;Sports and Games","2002","A book titled Doyle Brunson's Super System written by Doyle Brunson/Mike Caro/David  Reese/Joey Hawthorne/David Sklansky/Bobby Baldwin belonging to the Nonfiction;Sports and Games genre."
"4609","Color Drawing: Design Drawing Skills and Techniques for Architects  Landscape Architects  and Interior Designers","Michael E. Doyle","Architecture;Design;Art;Art","1999","A book titled Color Drawing: Design Drawing Skills and Techniques for Architects  Landscape Architects  and Interior Designers written by Michael E. Doyle belonging to the Architecture;Design;Art;Art genre."
"4610","The Grail: A Year Ambling & Shambling Through an Oregon Vineyard in Pursuit of the Best Pinot Noir Wine in the Whole Wild World","Brian  Doyle/Mary Miller Doyle","Nonfiction;Writing","2006","A book titled The Grail: A Year Ambling & Shambling Through an Oregon Vineyard in Pursuit of the Best Pinot Noir Wine in the Whole Wild World written by Brian  Doyle/Mary Miller Doyle belonging to the Nonfiction;Writing genre."
"4611","The Coming of the Fairies","Arthur Conan Doyle/John M. Lynch","Nonfiction;Classics;History;Mystery;Biography;Fantasy","2006","A book titled The Coming of the Fairies written by Arthur Conan Doyle/John M. Lynch belonging to the Nonfiction;Classics;History;Mystery;Biography;Fantasy genre."
"4612","Vampire Hunter D Volume 06: Pilgrimage of the Sacred and the Profane","Hideyuki Kikuchi/Yoshitaka Amano","Fantasy;Sequential Art","2006","A book titled Vampire Hunter D Volume 06: Pilgrimage of the Sacred and the Profane written by Hideyuki Kikuchi/Yoshitaka Amano belonging to the Fantasy;Sequential Art genre."
"4613","Vampire Hunter D Volume 05: The Stuff of Dreams","Hideyuki Kikuchi/Yoshitaka Amano","Fantasy;Sequential Art","2006","A book titled Vampire Hunter D Volume 05: The Stuff of Dreams written by Hideyuki Kikuchi/Yoshitaka Amano belonging to the Fantasy;Sequential Art genre."
"4614","Demon Deathchase (Vampire Hunter D  #3)","Hideyuki Kikuchi/Yoshitaka Amano","Fantasy;Horror;Paranormal","2006","A book titled Demon Deathchase (Vampire Hunter D  #3) written by Hideyuki Kikuchi/Yoshitaka Amano belonging to the Fantasy;Horror;Paranormal genre."
"4615","Vampire Hunter D Volume 04: Tale of the Dead Town","Hideyuki Kikuchi/Yoshitaka Amano","Fantasy;Horror;Paranormal","2006","A book titled Vampire Hunter D Volume 04: Tale of the Dead Town written by Hideyuki Kikuchi/Yoshitaka Amano belonging to the Fantasy;Horror;Paranormal genre."
"4616","Vampire Hunter D Volume 07: Mysterious Journey to the North Sea - Part One","Hideyuki Kikuchi/Yoshitaka Amano","Fantasy;Horror;Sequential Art","2007","A book titled Vampire Hunter D Volume 07: Mysterious Journey to the North Sea - Part One written by Hideyuki Kikuchi/Yoshitaka Amano belonging to the Fantasy;Horror;Sequential Art genre."
"4617","Coffin: The Art of Vampire Hunter D","Yoshitaka Amano","Art;Paranormal","2006","A book titled Coffin: The Art of Vampire Hunter D written by Yoshitaka Amano belonging to the Art;Paranormal genre."
"4618","Paradise Lost and Paradise Regained","John Milton/Christopher Ricks/Susanne Woods","Classics;Poetry;Fiction;Literature;Religion;Philosophy;Fantasy;Academic","2001","A book titled Paradise Lost and Paradise Regained written by John Milton/Christopher Ricks/Susanne Woods belonging to the Classics;Poetry;Fiction;Literature;Religion;Philosophy;Fantasy;Academic genre."
"4619","Paradise Lost","John Milton/Merritt Y. Hughes/David Scott Kastan","Classics;Poetry;Fiction;Literature;Religion;Fantasy;Philosophy;Academic","2005","A book titled Paradise Lost written by John Milton/Merritt Y. Hughes/David Scott Kastan belonging to the Classics;Poetry;Fiction;Literature;Religion;Fantasy;Philosophy;Academic genre."
"4620","Leviathan","Thomas Hobbes/Edwin M. Curley","Philosophy;Politics;Classics;Nonfiction;History;Politics","1994","A book titled Leviathan written by Thomas Hobbes/Edwin M. Curley belonging to the Philosophy;Politics;Classics;Nonfiction;History;Politics genre."
"4621","The Book of Leviathan","Peter Blegvad","Sequential Art","2001","A book titled The Book of Leviathan written by Peter Blegvad belonging to the Sequential Art genre."
"4622","Democracy in America","Alexis de Tocqueville/Isaac Kramnick/Gerald Bevan","History;Politics;Nonfiction;Philosophy;Classics;North American Hi...","2003","A book titled Democracy in America written by Alexis de Tocqueville/Isaac Kramnick/Gerald Bevan belonging to the History;Politics;Nonfiction;Philosophy;Classics;North American Hi... genre."
"4623","Democracy in America","Alexis de Tocqueville/Harvey Mansfield/Delba Winthrop","History;Politics;Nonfiction;Philosophy;Classics;North American Hi...","2002","A book titled Democracy in America written by Alexis de Tocqueville/Harvey Mansfield/Delba Winthrop belonging to the History;Politics;Nonfiction;Philosophy;Classics;North American Hi... genre."
"4624","Magic Carpet Ride: The Autobiography of John Kay and Steppenwolf","John     Kay/John Einarson","Music","1994","A book titled Magic Carpet Ride: The Autobiography of John Kay and Steppenwolf written by John     Kay/John Einarson belonging to the Music genre."
"4625","Steppenwolf Theatre Company : Twenty-Five Years of an Actor's Theater","Victor Skrebneski","Performing Arts","2000","A book titled Steppenwolf Theatre Company : Twenty-Five Years of an Actor's Theater written by Victor Skrebneski belonging to the Performing Arts genre."
"4626","The Glass Bead Game","Hermann Hesse/Richard Winston/Clara Winston/Theodore Ziolkowski","Fiction;Classics;Philosophy;Literature;European Literature","2002","A book titled The Glass Bead Game written by Hermann Hesse/Richard Winston/Clara Winston/Theodore Ziolkowski belonging to the Fiction;Classics;Philosophy;Literature;European Literature genre."
"4627","The Sorrows of Young Werther","Johann Wolfgang von Goethe/Burton Pike/Edla Valdna","Classics;Fiction;European Literature","2005","A book titled The Sorrows of Young Werther written by Johann Wolfgang von Goethe/Burton Pike/Edla Valdna belonging to the Classics;Fiction;European Literature genre."
"4628","The Sorrows of Young Werther and Selected Writings","Johann Wolfgang von Goethe/Catherine Hutter/Marcelle Clements","Fiction;Classics;Literature;European Literature","2005","A book titled The Sorrows of Young Werther and Selected Writings written by Johann Wolfgang von Goethe/Catherine Hutter/Marcelle Clements belonging to the Fiction;Classics;Literature;European Literature genre."
"4629","The Sorrows of Young Werther","Johann Wolfgang von Goethe/Nathan Haskell Dole/Thomas Carlyle/R. Dillon Boylan","Classics;Fiction;European Literature","2006","A book titled The Sorrows of Young Werther written by Johann Wolfgang von Goethe/Nathan Haskell Dole/Thomas Carlyle/R. Dillon Boylan belonging to the Classics;Fiction;European Literature genre."
"4630","The Dream Master","Roger Zelazny","Science Fiction;Fantasy;Fiction;Science Fiction Fantasy;Novels;Speculative Fiction;Psychology;Literature","2010","A book titled The Dream Master written by Roger Zelazny belonging to the Science Fiction;Fantasy;Fiction;Science Fiction Fantasy;Novels;Speculative Fiction;Psychology;Literature genre."
"4631","The Queen's Necklace","Teresa Edgerton","Fantasy;Fantasy","2001","A book titled The Queen's Necklace written by Teresa Edgerton belonging to the Fantasy;Fantasy genre."
"4632","Goblin Moon (The Goblin Moon Duology #1)","Teresa Edgerton","Fantasy;Fiction;Romance;Fantasy","1991","A book titled Goblin Moon (The Goblin Moon Duology #1) written by Teresa Edgerton belonging to the Fantasy;Fiction;Romance;Fantasy genre."
"4633","The Work of the Sun (The Green Lion Trilogy #3)","Teresa Edgerton","Fantasy;Fiction;Science Fiction Fantasy;Speculative Fiction;Fantasy","1990","A book titled The Work of the Sun (The Green Lion Trilogy #3) written by Teresa Edgerton belonging to the Fantasy;Fiction;Science Fiction Fantasy;Speculative Fiction;Fantasy genre."
"4634","The Castle of  the Silver Wheel","Teresa Edgerton","Fantasy;Fiction;Speculative Fiction;Science Fiction Fantasy","1993","A book titled The Castle of  the Silver Wheel written by Teresa Edgerton belonging to the Fantasy;Fiction;Speculative Fiction;Science Fiction Fantasy genre."
"4635","China and Japan (Myths and Legends)","Donald A. Mackenzie","Fantasy","1988","A book titled China and Japan (Myths and Legends) written by Donald A. Mackenzie belonging to the Fantasy genre."
"4636","A Madman Dreams of Turing Machines","Janna Levin","Fiction;Historical","2006","A book titled A Madman Dreams of Turing Machines written by Janna Levin belonging to the Fiction;Historical genre."
"4637","Turing and the Universal Machine: The Making of the Modern Computer","Jon Agar/Jon Turney","Science;Nonfiction;History;Science","1997","A book titled Turing and the Universal Machine: The Making of the Modern Computer written by Jon Agar/Jon Turney belonging to the Science;Nonfiction;History;Science genre."
"4638","Ad Infinitum... The Ghost in Turing's Machine: Taking God Out of Mathematics and Putting the Body Back In. An Essay in Corporeal Semiotics","Brian Rotman","Philosophy;Science","1993","A book titled Ad Infinitum... The Ghost in Turing's Machine: Taking God Out of Mathematics and Putting the Body Back In. An Essay in Corporeal Semiotics written by Brian Rotman belonging to the Philosophy;Science genre."
"4639","Heart of Darkness","Joseph Conrad","Classics;Fiction;Literature;Cultural","2006","A book titled Heart of Darkness written by Joseph Conrad belonging to the Classics;Fiction;Literature;Cultural genre."
"4640","Rocket Ship Galileo (Heinlein's Juveniles  #1)","Robert A. Heinlein","Science Fiction;Fiction;Young Adult;Science Fiction Fantasy;Adventure;Childrens","2004","A book titled Rocket Ship Galileo (Heinlein's Juveniles  #1) written by Robert A. Heinlein belonging to the Science Fiction;Fiction;Young Adult;Science Fiction Fantasy;Adventure;Childrens genre."
"4641","Tunnel in the Sky (Heinlein's Juveniles  #9)","Robert A. Heinlein","Science Fiction;Fiction;Young Adult;Science Fiction Fantasy;Adventure","2005","A book titled Tunnel in the Sky (Heinlein's Juveniles  #9) written by Robert A. Heinlein belonging to the Science Fiction;Fiction;Young Adult;Science Fiction Fantasy;Adventure genre."
"4642","The Cat Who Walks Through Walls (The World As Myth)","Robert A. Heinlein","Science Fiction;Fiction;Science Fiction Fantasy;Fantasy;Science Fiction","1988","A book titled The Cat Who Walks Through Walls (The World As Myth) written by Robert A. Heinlein belonging to the Science Fiction;Fiction;Science Fiction Fantasy;Fantasy;Science Fiction genre."
"4643","The Fantasies of Robert A. Heinlein","Robert A. Heinlein","Fantasy;Science Fiction;Short Stories;Fiction;Science Fiction Fantasy;Anthologies","2002","A book titled The Fantasies of Robert A. Heinlein written by Robert A. Heinlein belonging to the Fantasy;Science Fiction;Short Stories;Fiction;Science Fiction Fantasy;Anthologies genre."
"4644","Citizen of the Galaxy","Robert A. Heinlein","Science Fiction;Fiction;Young Adult;Science Fiction Fantasy;Space","2005","A book titled Citizen of the Galaxy written by Robert A. Heinlein belonging to the Science Fiction;Fiction;Young Adult;Science Fiction Fantasy;Space genre."
